ImgNum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359
1,67,68.0074,67.0298,68.1175,69.1809,70.2567,71.3442,72.5603,71.7008,72.8354,74.1485,73.3485,73.5459,74.9533,74.2159,74.4648,75.9605,75.2861,75.5844,77.1622,77.8332,77.2528,77.6209,76.1577,76.5572,78.2943,76.922,77.3692,76.9415,77.8974,77.5242,78.032,76.8505,77.3886,75.7166,76.844,78.0064,79.2023,77.6209,78.8733,78.1025,77.2334,77.8974,77.1038,77.7946,76.3675,77.7946,79.2465,80.7217,82.9759,85.9127,87.4586,89.8109,91.4002,93.8136,96.2601,97.9081,99.8599,101.548,102.728,103.942,105.19,104.235,105.546,105.551,103.788,105.19,104.389,104.547,103.817,105.342,103.73,104.995,106.607,105.081,105.513,105.019,105.759,105.323,103.942,104.561,104.235,102.956,101.71,102.591,100.404,101.242,100.125,98.0459,97.0206,95,93.0215,92.0489,89.1403,88.2043,86.2844,84.4808,84.5931,82.8734,84.0119,82.201,82.5651,83.7437,85.1469,85.6154,84.8999,86.4002,86.6833,88.2326,88.8651,88.2553,88.955,88.3912,89.1572,89.9611,89.4707,89.8999,88.5494,89.4707,89.0674,90.05,91.0659,92.1141,90.9725,91.526,90.4434,91.022,91.4002,92.6175,91.6788,92.957,94.2603,92.7631,94.1116,94.7629,96.1665,96.8969,98.3514,99.1564,99.905,100.767,103.078,104.019,105,103.812,104.862,105.948,104.848,103.774,104.957,103.942,105.19,104.235,105.546,105.551,106.93,106.104,104.389,104.547,103.817,102.181,102.786,102.142,100.285,100.96,100.424,98.9545,97.5141,96.1041,93.7443,90.4268,88.1192,85.8429,84.5931,83.4865,82.2982,83.2166,84.0952,85.0529,84.006,85,84.006,85.0529,84.0952,85.2115,84.2912,85.4751,86.7006,85.8429,87.1321,86.3134,87.6641,86.885,88.295,88.7694,88.0568,87.3613,88.8876,88.2326,86.6487,88.2553,86.7295,86.1626,87.8465,86.406,85.9069,84.5281,84.0773,81.4125,81.0062,79.7559,79.404,77.6981,78.7718,78.492,79.0569,78.0064,79.2023,79.8123,81.0555,82.3286,83.6301,84.9588,83.4865,86.2786,87.6812,89.1067,91.2853,92.7631,91.4385,93.723,95.268,94.0213,95,96.0208,94.8683,94.3027,96.2549,95.1893,94.1541,94.5145,94.0213,93.0591,92.1303,91.236,90.377,88.6397,87.8465,87.4643,85.7963,85.0941,82.5409,81.9085,80.6536,80.0812,78.5875,78.339,76.9025,75.71,75.3127,74.1485,72.8354,73.6817,72.5603,72.4431,73.2462,72.1734,73.1095,72.0625,75.0067,74,75.0067,77.0584,76.1052,77.1622,78.3135,77.4145,79.6304,78.7718,77.9295,79.2465,78.4474,78.6448,78.1025,77.3692,78.5875,77.8845,77.4919,78.7464,78.1089,76.5506,75.9605,75.3923,73.9256,73.4098,75.1532,75.5844,75.1332,76.9415,78.7718,79.7559,80.7775,79.925,83.2166,84.3149,83.2346,85.2115,86.4002,86.2148,87.4586,88.7299,90.0278,89.1964,89.8721,89.1067,87.6812,89.1067,87.7268,89.1964,87.8635,88.7299,87.4586,87.6185,87.8009,86.6083,85.4459,84.8764,83.7616,82.6801,81.6333,80.6226,80.1311,79.177,77.3692,76.922,75.1532,74.3236,73.0068,71.3092,68.7095,66.1287,63.5689,61.9839,60.7289,60.4401,58.9406,60.8769,59.439,61.3922,62.1691,62.9682,61.8142,63.6396,63.5059,64.3817,63.1981,64.1249,65.0692,66.0303,65.0077
2,64,66.0076,67.0298,68.1175,69.1809,68.2642,69.3542,69.5845,70.7107,71.8471,73.1642,72.3671,72.5672,73.9797,73.2462,73.4983,75,74.3303,74.6324,74,74.6726,75.9605,76.6942,76.1577,76.5572,76.0592,76.922,77.3692,76.9415,75.6637,77.5242,75.8024,76.8505,77.3886,75.7166,76.844,78.0064,76.4003,77.6209,76.8375,75.9276,77.2334,77.8974,77.1038,77.7946,76.3675,77.7946,79.2465,83.5464,87.2067,88.7299,91.0494,91.8314,92.8009,95.2103,96.2601,97.9081,99.0202,100.17,101.356,101.71,102.956,102,103.31,102.416,102.883,100.722,102.157,101.39,101.951,103.121,103.73,103.092,103.446,102.883,103.581,102.108,102.611,102.181,100.807,101.607,101.272,99.985,100.717,99.5038,99.4082,98.2497,96.1301,94.0479,93.0215,90,87.023,86.0523,85.0941,83.2166,82.2982,83.4865,81.6149,82.8734,81.0494,82.201,82.5651,81.7863,83.1986,82.4621,82.7103,84.2021,84.7703,84.119,84.7585,86.0349,88.0227,87.4643,87.8465,89.9611,88.1419,89,89.8944,90.824,91.7878,90.9175,91.9239,92.9624,91.8096,92.9139,94.0479,93.0054,94.2019,94.8103,93.8616,95.1315,95.6713,97,99.0353,99.7246,98.9949,101.139,99.7647,101.237,102.069,102.942,103.856,102.616,104.202,105.209,104.043,105.119,104.01,105.152,104.101,105.309,106.066,106.471,105.546,106.888,106.024,107.424,106.231,106.775,106.042,104.403,104.676,103.092,103.446,102.883,101.39,99.925,98.4886,96.1041,96.8814,93.3809,91.0824,89.9444,86.7006,84.4808,82.2982,81.2219,79.1012,80.0562,79.0063,80,81.0062,80.0562,81.0987,80.2247,81.3019,80.399,80.6226,79.7621,81.0494,80.2309,81.5843,80.8084,82,81.4923,82.7103,82.28,82.5651,81.9085,82.5409,81.9329,82.6378,82.0792,82.4621,81.939,80.5295,80.0562,80.9506,80.5295,78.7718,78.3901,77.1751,77.6981,77.3886,78.492,78.2368,78.8162,77.801,79.8123,81.0555,82.3286,83.6301,84.9588,86.3134,84.8646,86.267,87.6926,87.046,87.7838,90.0278,91.5478,93.086,94.0213,92.8009,93.8136,94.8683,94.3027,95.4149,95.7183,94.6678,96.7471,96.2549,95.2943,94.3663,94.8103,92.6121,91.7878,90.0777,88.3912,86.7295,86.0349,84.7585,84.119,82.5651,82.28,79.8123,77.3692,75.9276,74.7329,74.3303,73.1642,71.8471,72.6911,71.5681,71.3442,72.2496,71.1758,72.111,73.0616,74.0068,73,74.0068,75.06,76.1052,75.1665,76.3217,77.4145,77.6466,76.7919,75.9539,77.1038,76.4853,76.6877,75.9276,77.3692,77.6209,76.922,78.4474,76.844,78.1089,78.7718,78.1857,76.6942,78,76.5572,76.0592,74.686,74.2428,76.0592,76.5376,76.1577,78.032,79.0759,80.1561,82.0975,83.2346,83.8153,85,86.2148,84.6463,87.9659,88.6172,89.9389,91.2853,90.5207,90.5097,90.5207,89.1403,89.9389,88.6172,90.1388,88.8651,87.6185,86.4002,86.6083,86.8389,85.703,84.5991,84.0595,83.006,81.9878,81.0062,81.4125,80.9506,80.0562,79.2023,77.8781,77.0779,74.4648,71.8679,69.2892,66.7308,64.195,62.6418,61.4003,60.1664,60.8769,59.439,59.2284,61.1882,59.8415,61.8142,60.531,62.514,61.2944,63.1981,62.1289,64.0703,63.0317,65.0077
3,65,67.0075,68.0294,67.1193,68.1836,67.2681,68.3593,68.469,69.7209,70.859,70.0357,71.3863,71.5891,72.7805,72.0347,73.4983,73.7631,73.0821,73.6817,74.9466,75.6108,75.0267,75.3923,74.8465,75.6439,75.1532,75.5844,74.2428,74.7061,75.6637,75.2928,75.8024,76.8505,75.1665,75.7166,76.844,75.8024,76.4003,77.6209,76.0592,76.6942,75.8222,77.1557,76.4199,76.3806,77.7817,79.2086,83.4865,84.9588,88.6172,90.9065,91.6788,92.6175,94.2019,95.2103,96.2601,98.737,99.8599,98.7927,100.499,100.846,101.597,100.648,98.8383,100.18,99.3177,99.8098,100.846,100.09,100.658,99.0202,100.568,100.881,99.3277,100,98.2344,98.9545,99.4636,99.2472,97.8621,98.4784,98.1529,96.8762,97.7394,96.5194,94.3398,92.1954,91.1373,89.0505,88.0227,86,85.0059,83.0542,81.0987,82.2192,80.3057,81.3941,79.6304,80.7527,80.0625,79.2465,80.4114,80.8084,80.05,81.4923,81.7435,83.2406,83.8153,83.1685,83.4865,85.0941,85.7963,87.4643,89.1572,90.8735,91.7061,93.4719,93.0215,93.9415,94.8947,95.8801,94.6678,95.7183,96.7988,96.5194,96.8349,96.0208,96.4002,96.2133,96.6747,96.5401,97.0824,98.4124,99.0353,97.591,98.9949,99.7246,101.178,101.98,103.479,104.35,103.078,104.019,105,106.019,104.862,105.948,107.07,106,107.187,105.309,106.066,106.471,105.546,105.551,106.93,106.104,106.621,105.849,105.109,104.403,104.676,104.043,102.489,101.922,99.4585,99.925,98.4886,97.0824,94.7259,91.4112,89.1067,85.8429,86.7006,85.4751,84.2912,83.2166,81.0987,80.0562,78.0064,79,78.0064,77.0584,76.1052,75.1665,74.2428,75.4255,75.5381,74.6726,76.9415,76.1183,77.4661,77.666,76.9025,76.1577,77.6209,76.922,76.243,77.7946,77.1622,77.8332,77.2528,77.6209,77.0779,75.6439,75.1532,76.922,76.4788,74.7061,75.6637,74.793,75.8024,76.8505,77.3886,79.8812,80.4487,81.6088,82.801,84.0238,84.6463,85.9127,85.0412,86.3713,87.046,87.6926,87.6812,89.1067,89.8721,89.1964,90.0278,90.9065,91.6788,92.6175,91.4002,93.8136,94.8683,94.3027,95.4149,95.7183,94.6678,93.6483,94.8947,93.9415,93.0215,93.4719,92.6121,91.7878,91.3893,91.5478,91.1811,91.4166,89.8109,89.493,87.9318,84.2021,81.7435,79.3095,78.1025,76.6877,74.3303,73.1642,71.8471,70.7107,71.5681,70.3491,71.2531,70.1783,71.1126,70.0286,73.0068,74,73.0068,74.0608,75.1066,74.1687,75.326,74.4312,75.5381,74.6726,75.9539,75.1332,74.3303,75.71,74.9533,76.1577,76.6551,77.8845,77.4919,77.7946,77.1622,78.7718,78.1857,76.6942,78,76.5572,76.0592,76.922,76.4788,74.7061,76.5376,76.1577,77.1751,77.6981,78.7718,80.7094,80.4487,81.6088,82.801,84.8116,83.8689,85.9127,85.0412,87.7838,87.046,89.1067,87.6812,89.1067,89.8721,89.1964,87.8635,88.7299,87.4586,87.6185,87.8009,86.6083,85.4459,84.8764,83.7616,82.6801,83.863,82.8553,82.365,81.4125,79.6053,79.1581,77.3886,75.6439,74.8465,74.4648,72.8011,70.2282,67.6757,66.0984,64.846,64.56,63.0635,61.8466,60.6383,60.208,61.1882,59.8415,61.8142,60.531,60.407,62.2896,63.1981,62.1289,64.0703,65.0308,66.0076
4,63,65.0077,66.0303,67.1193,68.1836,67.2681,68.3593,68.469,67.6018,68.884,70.0357,71.3863,72.5672,71.8053,73.2462,73.4983,72.8011,74.3303,74.6324,74,74.6726,75.9605,76.6942,76.1577,76.5572,78.2943,76.922,77.3692,76.0592,76.5376,75.2928,75.8024,76.8505,77.3886,75.7166,76.844,78.0064,76.4003,77.6209,76.8375,75.9276,77.2334,75.743,77.1038,77.7946,79.196,80.6226,83.4865,87.1149,88.6172,90.9065,91.6788,94.0213,95,96.0208,96.8349,97.9081,99.0202,97.9439,99.1262,98.1122,97.1288,98.4124,97.4936,97.0464,97.9898,98.4886,96.7729,98.2344,97.4987,98.0816,96.1353,96.7678,96.1665,96.8401,96.3016,96.7729,96.5401,94.1488,94.7259,94.3663,93.2148,93.9042,92.6553,91.5478,89.3588,87.2067,86.1452,84.0536,83.006,81,82.0061,81.0555,79.1012,80.2247,78.3135,79.404,79.6304,78.7718,80.0625,78.2624,79.4292,79.8311,79.0759,80.2808,80.7775,82.28,82.5651,84.119,85.703,88.2553,91.1811,91.5478,93.2309,95.3415,96.1769,97.0464,97.4936,98.4124,98.4886,98.9798,97.7548,98.7927,97.6371,98.737,97.6524,98.813,97.8008,96.8297,98.0816,96.5401,97.8366,97,98.3514,99.0051,100.409,101.139,102.591,103.392,103.479,104.35,103.078,104.019,105,103.812,104.862,105.948,104.848,106,104.957,106.174,105.19,106.471,106.892,105.551,106.93,106.104,106.621,105.849,105.109,103.121,103.73,103.092,101.533,100,97.2677,97.9847,96.5401,95.1262,93.7443,91.4112,89.1067,87.8237,86.7006,84.4808,82.2982,81.2219,80.0999,79.0569,77.0065,78,77.0065,75.06,74.108,73.171,72.2496,71.3442,71.5681,70.7107,69.8713,71.0211,70.214,70.6116,69.857,71.0634,70.342,71.8401,71.1688,71.4703,70.8378,70.2282,71.8679,71.3092,71.6938,71.1758,71.5891,71.1126,72.0069,71.1196,72.0694,72.5603,74.9466,75.4718,75.1665,77.1038,78.2368,78.8162,80,81.2158,82.4621,83.7377,85.0412,86.3713,87.7268,87,87.6812,89.1067,87.7268,89.1964,90.0278,90.9065,91.6788,92.6175,91.4002,93.8136,92.6553,94.3027,93.1933,94.3398,93.2952,94.5145,94.0213,93.0591,94.3663,93.4719,93.9415,93.1075,92.3093,92.8493,92.1141,90.4765,88.8651,88.2326,86.6833,86.4002,87.0919,85.6154,83.1986,80.8084,78.4474,75.1332,73.9797,71.7008,70.5762,69.3542,68.2642,69.1809,68.1175,69.029,70.0071,69,71.007,72.0625,73.1095,72.1734,73.2462,74.4312,74.5453,73.6817,72.8354,74.1485,73.3485,74.7329,75.9276,75.1864,76.6551,75.9605,77.4919,77.7946,77.1622,78.7718,78.1857,79.8499,79.3095,80.1124,80.5295,80.0562,80.9506,80.5295,78.7718,79.7559,79.404,77.6981,78.7718,79.8812,80.4487,80.2122,81.4002,82.6196,83.8689,83.0963,85.0412,86.3713,84.8999,87.6926,87.6812,89.1067,87.7268,89.1964,87.8635,88.7299,87.4586,87.6185,87.8009,86.6083,85.4459,84.8764,83.7616,82.6801,81.6333,80.6226,80.1311,79.177,79.6053,79.1581,78.2943,76.5572,76.1577,72.2357,69.6419,69.2892,66.7308,65.146,63.8905,64.56,64.2884,62.8172,61.6117,61.3922,62.1691,61,62.8013,61.6604,61.4003,62.2896,63.1981,62.1289,64.0703,63.0317,64.0078
5,71,70.0071,71.0282,70.1142,71.1758,70.2567,71.3442,69.5845,70.7107,69.8713,71.0211,70.214,70.6116,71.8053,71.0634,72.5328,72.8011,74.3303,74.6324,74,74.6726,75.9605,76.6942,76.1577,76.5572,76.0592,76.922,77.3692,76.9415,77.8974,77.5242,78.032,76.8505,77.3886,75.7166,76.844,75.8024,76.4003,76.2168,74.6525,75.9276,75.1665,75.743,77.1038,77.7946,82.0244,83.4506,84.8999,87.1149,88.6172,90.9065,91.6788,92.6175,94.2019,95.2103,94.0479,95.1315,94.0319,95.1893,95.5249,93.6483,94.8947,93.0591,94.3663,94.8103,93.9415,95.3415,95.8541,95.0789,94.3398,94.578,94.2444,94.5569,93.0054,93.6803,93.145,93.8616,93.3916,91.9837,92.7631,91.4112,90.0944,90.934,88.6848,86.4696,84.2912,83.2166,81.0987,82.0549,81.0062,80,81.0062,79.0569,80.0999,78.1601,77.3175,76.4199,76.531,77.7817,76.9415,78.2624,79.4292,79.8311,79.0759,80.2808,81.7435,83.2406,85.7263,87.2812,89.8109,91.4166,92.1141,92.8493,94.541,95.3415,96.1769,97.0464,97.4936,98.4124,99.363,98.9798,97.7548,98.7927,96.7988,97.9081,99.0454,98.0051,99.2018,97.6166,98.8585,96.5401,97.8366,97,98.3514,99.0051,100.409,99.7246,101.178,101.98,100.658,102.176,103.078,101.828,102.801,103.812,102.65,102.903,104.01,102.927,104.101,105.309,106.066,105.119,105.546,104.652,106.024,105.19,103.078,103.619,102.883,101.242,101.514,100.881,99.3277,97.8008,96.3016,94.8314,92.4175,92.9624,91.7824,90.4268,88.1192,84.8528,82.6075,79.404,80.3057,79.2275,77.1038,78.0577,75.0067,76,75.0067,74.0608,73.1095,72.1734,71.2531,70.3491,70.5762,69.7209,68.884,68.0661,67.2681,68.4471,67.6831,66.9403,68.4105,68.6804,68.0074,69.2604,67.6757,69.2892,67.4166,69.0797,68.542,68.942,68.4471,68.8767,69.7711,68.884,70.7107,71.6938,71.3442,71.8679,72.9452,74.8866,76.844,78.0064,80,81.2158,82.4621,83.7377,82.9759,84.9588,83.4865,84.8646,86.267,87,87.7268,87.1149,88.6172,87.9659,88.8651,89.8109,91.4002,91.022,92.6553,91.526,93.1933,92.1141,94.1541,93.1504,91.7878,93.0591,92.1303,91.236,91.7061,90.8735,90.0777,90.6201,89.8888,89.1964,87.9204,89.493,87.9318,87.3613,85.8662,84.6463,84.1724,81.7863,79.4292,78.2624,75.9539,73.6817,72.5603,70.3491,69.2604,68.1836,69.1158,68.0294,69.0072,68,69.0072,68.0294,70.1142,69.1809,70.2567,71.3442,71.5681,70.7107,71.8471,73.1642,72.3671,73.5459,74.9533,74.2159,75.6902,76.922,76.243,77.7946,79.3788,79.712,79.1202,80.7775,80.2309,81.0247,80.5295,81.3941,81.8413,81.4125,80.1311,81.9878,80.7775,79.925,80.9938,79.8812,80.4487,80.2122,79.2023,81.2158,79.6492,82.3286,83.6301,84.9588,83.4865,86.2786,84.8528,87.6926,87.046,87.7838,88.6172,87.9659,87.4586,87.6185,86.4002,85.2115,85.4459,84.8764,83.7616,82.6801,81.6333,80.6226,80.1311,79.177,79.6053,79.1581,78.2943,76.5572,76.1577,74.4648,71.8679,69.2892,67.6757,66.0984,64.846,65.521,65.2534,65.9697,64.7611,66.4906,67.2681,68.0661,66.7533,68.7314,69.5845,69.3542,71.2531,69.1809,70.1142,71.0282,70.0071
6,77,78.0064,76.0592,77.1038,76.1643,75.326,73.437,73.5527,74.6726,73.9797,72.1803,73.3485,73.5459,72.7805,74.2159,74.4648,73.7631,75.2861,75.5844,74.9466,75.6108,77.2528,77.6209,77.0779,77.8781,79.2023,80.0562,78.7147,80.5295,78.7718,79.7559,78.032,79.0759,77.3886,78.492,76.844,78.0064,76.4003,77.6209,76.8375,75.9276,77.2334,77.8974,79.2465,80.6226,82.0244,83.4506,84.8999,87.1149,88.6172,90.1388,91.0494,89.8109,91.4002,91.6079,92.6553,91.526,93.1933,92.1141,93.2952,93.6483,92.6607,91.7061,93.0215,93.4719,92.6121,94.0213,92.3093,92.8493,92.1141,92.6984,91.0824,91.3947,91.0934,91.4822,89.9889,90.7083,90.2441,89.0505,89.627,87.2983,88.1192,85.8429,84.5931,84.4808,81.3019,82.2192,81.0987,80.0562,79.0063,77,78.0064,77.0584,76.1052,77.1622,75.326,76.4199,76.531,75.8024,76.9415,75.1332,76.4853,76.6877,78.1025,79.3095,81.7435,84.2021,85.7263,88.2326,89.8109,92.6984,94.3398,95.0789,95.8541,97.17,97.9898,97.0464,97.4936,98.4124,99.363,98.9798,97.7548,98.7927,97.6371,98.737,96.8349,98.0051,96.4002,97.6166,96.0469,96.5401,97.8366,97,99.0353,99.7246,100.409,101.833,102.591,101.237,102.069,102.942,101.671,102.616,101.4,101.02,102.65,102.903,102.626,102.927,104.101,103.078,103.832,102.883,104.202,103.315,103.788,102.956,102.157,100.09,100.658,99.96,98.3514,98.9798,97.1236,95.6033,94.1116,91.6788,89.2693,90.0278,88.6454,87.2983,84.0119,84.8528,83.6002,82.4924,80.3057,79.2275,76.1052,77.0584,76.0066,75,74.0068,72.0625,71.1126,70.1783,69.2604,68.3593,67.4759,65.6201,66.7533,65.9242,65.1153,66.4906,66.7083,65.9697,68.4105,69.6419,71.1688,71.4703,70.8378,72.45,72.8011,72.2357,73.9256,73.4098,75.1532,75.5844,75.1332,73.8241,75.1798,73.9256,74.9466,74.0945,75.1665,75.7166,74.6324,76.6094,77.801,79.0253,79.6492,79.511,80.8084,82.134,83.4865,83.4506,84.8528,83.4506,84.8999,86.3713,85.0412,85.9127,87.4586,87.6185,87.8009,88.8144,87.6584,90.1388,89.0449,90.7359,89.6939,90.9175,90.4268,90.824,89.8944,89,88.1419,88.6397,87.8465,87.4643,88.955,88.2553,86.6487,86.3308,87.9318,86.4002,84.8999,84.4038,83.1986,81.7863,80.4114,79.2465,76.9415,75.8024,76.531,76.4199,75.326,77.1622,76.1052,77.0584,76.0066,77,76.0066,75.06,76.1052,75.1665,74.2428,73.437,73.5527,72.6911,71.8471,71.0211,72.3671,72.5672,71.8053,73.2462,73.4983,75,76.243,76.844,76.2168,78.7718,78.1857,79.8499,79.3095,80.1124,80.5295,80.0562,80.9506,81.4125,81.0062,79.7559,80.7775,79.925,78.7718,79.8812,79.0569,78.0064,79.2023,79.8123,81.0555,79.511,82.2192,80.7217,83.4865,83.4506,84.8528,86.2786,84.8999,87.1149,85.7963,87.3212,87.4586,86.2148,86.4002,85.2115,84.0536,82.9277,82.3772,82.6801,81.6333,80.6226,80.1311,79.177,77.3692,76.922,76.0592,75.6439,73.9256,73.1642,75.0267,74.3303,74.9466,75.5844,75.2861,76.922,77.6209,77.3692,78.1025,78.6448,78.4474,79.2465,77.9295,79.7621,78.6384,80.399,79.3095,80.2247,79.1012,80.0562,79.0063
7,79,80.0062,78.0577,79.1012,78.1601,77.3175,75.4255,75.5381,74.6726,73.9797,75.1332,74.3303,72.5672,73.9797,73.2462,73.4983,72.8011,74.3303,74.6324,74,74.6726,75.9605,76.6942,78,78.7909,80.5295,81.3941,81.8413,81.4125,82.365,81.1234,81.6333,79.925,80.9938,79.8812,78.2368,78.8162,76.4003,77.6209,76.8375,78.1025,77.2334,77.8974,79.2465,80.6226,82.0244,83.4506,84.8999,86.3713,87.2067,87.9659,88.8651,89.8109,91.4002,91.6079,91.2634,91.526,90.9725,89.8888,91.0659,90.05,91.3017,91.7061,90.7855,92.1358,90.377,91.7878,91.3893,89.6939,91.1811,89.1964,89.8109,89.493,87.9318,89.56,88.0568,88.7694,87.3212,87.8635,86.6833,86.3134,84.0119,84.8528,82.6075,82.4924,80.3057,78.1601,79.1012,78.0577,76.0066,77,75.0067,76.0592,75.1066,74.1687,75.326,74.4312,74.5453,75.8024,76.9415,76.1183,77.4661,78.6448,80.05,82.4621,84.8999,86.4002,87.9318,89.493,91.0824,92.6984,94.3398,95.0789,96.7729,95.3415,96.1769,97.0464,97.4936,98.4124,99.363,98.9798,97.7548,96.566,97.6371,96.5194,97.6524,96.0208,96.4002,96.2133,96.6747,96.5401,97.0824,98.4124,99.0353,99.7246,98.9949,99.7246,101.178,99.8248,100.658,100.125,100.896,101.828,101.4,102.416,102.65,100.955,102.626,102.927,101.872,103.078,103.832,102,103.31,103.755,102.883,101.637,100.846,98.2344,98.4327,98.0816,96.1353,94.5569,92.0489,92.72,89.9889,90.7083,89.2693,87.8635,86.6833,84.3445,82.0366,80.7527,79.6304,79.404,78.3135,77.1622,75.1066,76.0592,74.0068,73,72.0069,71.0282,70.1142,69.1809,70.2567,69.3542,70.5762,69.7209,71.8471,73.1642,74.3303,75.71,76.9025,78.339,78.5875,77.8845,79.404,80.0062,79.3788,79.712,79.1202,80.7775,80.2309,78.7909,80.5295,80.0562,78.7147,78.2943,78.7718,78.3901,77.1751,77.6981,77.3886,75.7166,76.844,75.8024,76.4003,77.6209,78.8733,79.511,79.3977,80.7217,82.0731,80.6226,83.4386,84.8646,83.4865,84.9588,85.7963,87.3212,87.4586,87.6185,87.8009,86.6083,87.6584,87.0919,88.2043,88.5099,87.4643,88.6848,88.193,87.2353,87.6584,86.764,88.1419,86.406,86.0058,87.4643,85.7963,85.0941,85.703,85.0706,83.8153,83.2406,81.7435,81.4923,82,80.8084,81.5843,83.1865,82.0366,83.863,84.5931,84.4808,83.2947,85.2115,84.0952,85.0529,84.006,83,85.0059,84.0536,83.0963,82.2192,81.3019,80.399,78.6384,77.7817,76.9415,76.1183,75.3127,73.5459,72.7805,74.2159,74.4648,73.7631,75.2861,76.844,76.2168,77.8332,79.1202,79.8499,81.5414,81.0247,81.8596,81.3941,83.1865,81.4125,81.0062,81.9878,80.7775,79.925,80.9938,79.8812,80.4487,80.2122,79.2023,79.8123,78.8733,79.511,79.3977,80.7217,80.6598,80.6226,82.0244,80.6226,83.4865,84.9588,83.6301,85.1469,83.8689,84.8116,84.2021,83.006,81.8413,80.7094,80.1561,79.0759,80.7775,79.7559,78.7718,78.2943,79.6053,79.1581,78.2943,78.7909,78,78.924,78.1857,79.712,79.3788,80.9568,80.3617,81.0432,81.7435,81.4923,82,82.7647,81.5843,83.1865,82.0366,83.863,82.6075,82.4924,83.2947,82.2192,83.0963,82.0549,81.0062
